"id","title","text","subject","date"
"622","Band Metal Voice of Baceprot Bakal Gelar Tur di Amerika","Voice of Baceprot, akan menggelar tur di 11 kota Amerika Serikat lewat 'Retas: American Tour 2023'. Tur akan dimulai pada 3-19 Agustus 2023.","DETIKHOT","09-Jun-2023"
"623","Menjajal Otak-otak Ase Khas Bangka Belitung di Gading Serpong","Otak-otak Ase khas Bangka Belitung bisa ditemukan di Gading Serpong. Harganya Rp 4 ribu per buah. Selain otak-otak, ada juga pempek dan gorengan khas Babel.","DETIKFOOD","09-Jun-2023"
"624","Lele Raksasa 3 Meter Ditangkap di Italia","Ikan lele terbesar di dunia baru saja ditangkap di perairan sungai di Italia. Lele berukuran 3 meter itu ditangkap oleh pemancing bernama Alessandro Biancardi.","DETIKINET","09-Jun-2023"
"625","Mengenal Metode Wolbachia, Berantas DBD Pakai Bakteri Alami","Pemberantasan nyamuk dengan wolbachia merupakan metode menggunakan bakteri alami. Metode ini diketahui efektif menurunkan angka DBD.","DETIKHEALTH","07-Jun-2023"
"626","Apple Pamerkan AR Headset Vision Pro, Intip Kebolehannya!","Apple memperkenalkan perangkat augmented-reality headset terbaru Vision Pro. Dibanderol seharga USD 3.499 atau sekitar 51,85 juta, seperti apa kebolehannya?","DETIKINET","06-Jun-2023"
"627","Menikmati Durian Gencono yang Jadi Primadona Lereng Gunung Semeru","Pecinta durian wajib mencoba durian satu durian gencono. Durian yang tumbuh subur di lereng Gunung Semeru ini mempunyai rasa khas yang manis dan legit.","DETIKFOOD","06-Jun-2023"
"628","Taylor Swift Gaet Hayley Williams Paramore-Fall Out Boy di Speak Now (TV)","Taylor Swift menggaet Hayley Williams Paramore dan Fall Out Boy untuk album Speak Now (Taylor's Version). Album ini sendiri akan dirilis pada 7 Juli.","DETIKHOT","06-Jun-2023"
"629","Lihat Lagi Kedekatan Raffi Ahmad dengan Sederet Artis Internasional","Raffi Ahmad dan Nagita Slavina jadi perbincangan lantaran dekat dengan sederet artis internasional. Raffi dan Gigi bahkan mengundang mereka datang ke rumahnya.","DETIKHOT","06-Jun-2023"
"630","Garudeya, Mitologi yang Menginspirasi Lambang Garuda Pancasila","Sejarah Garudeya yang mewarnai terbentuknya Garuda Pancasila menjadi lambang RI. Relief Garudeya sendiri kini masih bisa dijumpai di Candi Kidal, Malang.","DETIKTRAVEL","02-Jun-2023"
"631","Elon Musk Kembali Rebut Gelar Orang Terkaya di Dunia","Gelar orang terkaya di dunia kini kembali ke tangan Elon Musk. Setelah sebelumnya posisi tersebut ditempati oleh CEO LVMH, Bernard Arnault.","DETIKINET","02-Jun-2023"
"632","Melihat Keseruan 'Om Telolet Om' yang Kini Kembali Viral","Fenomena 'om telolet om' kini viral lagi. Sopir bus PO Haryanto pun mengaku rela merogoh uang pribadinya untuk memodifikasi aksesori klakson.","DETIKOTO","02-Jun-2023"
"633","Layar iPhone 16 Pro Diisukan Lebih Besar agar Kalahkan Samsung","Muncul rumor Apple mengubah letak kamera Face ID iPhone 16 Pro menjadi di bawah layar. Kabar baru, iPhone 16 Pro dan 16 Pro Max akan memiliki layar lebih besar.","DETIKINET","02-Jun-2023"
"634","Momen Jokowi Makan Bakmi Pak Pele Jogja Ditemani Kaesang dan Erina","Presiden Joko Widodo melakukan kunjungan ke Yogyakarta, Kamis (1/6). Ia pun menyempatkan untuk makan malam di Bakmi Pak Pele yang berlokasi di kawasan Kraton.","DETIKFOOD","02-Jun-2023"
"635","Ide Arsitek London Bangun Rumah dari Jamur Miselium","Tim arsitek di London menggagas ide membangun rumah dengan jamur miselium. Miselium bisa dibentuk seperti balok lego dengan menggunakan cetakan kayu 3D.","DETIKINET","02-Jun-2023"
"636","ONE OK ROCK Bakal Konser di Indonesia Pada 29 September 2023","ONE OK ROCK umumkan konser di Indonesia. Taka cs akan menggelar konser bertajuk 'Luxury Disease Asia Tour 2023' di Jakarta pada 29 September mendatang.","DETIKHOT","02-Jun-2023"
"637","Fasilitas Mewah Pesawat A380-800 Emirates yang Mendarat di Bali","Pesawat Airbus A380-800 maskapai Emirates menawarkan 3 kelas di penerbangan rute Dubai-Bali. Berbagai fasilitas mewah dan menarik dimiliki setiap kelasnya.","DETIKTRAVEL","02-Jun-2023"
"638","Keseruan NCT DoJaeJung Bertamu ke Rumah Baru Raffi Ahmad","Rumah baru Raffi Ahmad dan Nagita Slavina kedatangan tamu spesial yaitu 3 member NCT DoJaeJung. Ada momen lucu dan menggemaskan pada pertemuan mereka.","DETIKHOT","02-Jun-2023"
"639","IDAI Rekomendasikan 2 Vaksin Baru untuk Anak","Ikatan Dokter Anak Indonesia (IDAI) memberikan rekomendasi penambahan vaksin baru. Dua jenis vaksin yang ditambahkan meliputi vaksin DBD dan vaksin HPV.","DETIKHEALTH","30-May-2023"
"640","Momen Sepatu Aldi Taher Jebol saat Lagi Manggung","Aldi Taher tak henti-hentinya jadi perbincangan. Belum lama ini, sepatunya jebol saat manggung di salah satu daerah.","DETIKHOT","30-May-2023"
"641","Pesan Manis dan Hangat dari Beyonce untuk Blue Ivy","Blue Ivy tampil bersama ibunya, Beyonce, di tur Renaissance Paris pada 26 Mei lalu. Beyonce pun memberikan pesan manis untuk anaknya yang berusia 11 tahun itu.","DETIKHOT","30-May-2023"
"642","Kondisi Terkini Angela Lee Usai Operasi Kaki Akibat Kecelakaan","Angela Lee telah menjalani operasi kaki usai mengalami kecelakaan dari Semarang menuju Yogyakarta. Lewat unggahan Insta Story, begini kondisi terkini Angela.","DETIKHOT","30-May-2023"
"643","Mengenal Seni, Olahraga dan Tarian Lewat Pole Dance","Pole dance makin diminati, apalagi di kalangan artis. Stigma masyarakat melihat pole dance sebagai tarian erotis tapi fakta yang ditemukan Tim 20Detik berbeda.","DETIKHOT","30-May-2023"
"644","Alami Cedera Kaki, Johnny Depp Batalkan Jadwal Manggung","Penggemar Johnny Depp di Amerika harus menunggu sedikit lebih lama untuk melihat idolanya ngeband. Depp terpaksa membatalkan jadwal turnya karena cedera kaki.","DETIKHOT","30-May-2023"
"645","Sandiaga Siap Kenalkan Mandalika hingga Labuan Bajo ke Timnas Argentina","Laga Timnas Indonesia vs Argentina akan digelar pada 19 Juni 2023. Sandiaga Uno siap mengenalkan timnas Argentina sejumlah wisata di Indonesia.","DETIKTRAVEL","30-May-2023"
"646","Putri Nikita Mirzani Bantah Antonio Dedola Manfaatkan Uangnya","Hubungan Nikita Mirzani dengan putrinya renggang usai perceraiannya dengan Antonio Dedola. Kini Niki mempertanyakan uang Lolly yang habis di kartu miliknya.","DETIKHOT","30-May-2023"
"647","Sandiaga Bicara Sanksi untuk Bule Denmark yang Pamer Kemaluan di Bali","Menparekraf Sandiaga Uno bicara soal bule asal Denmark yang pamer kemaluan di depan umum saat berada di Bali. Ia ingin agar wisatawan nakal ditindak tegas.","DETIKTRAVEL","30-May-2023"
"648","Wajah Titiek Puspa Mejeng di Times Square New York","Wajah Titiek Puspa terpampang di billboard Times Square New York. Ia menjadi salah satu perwakilan seniman perempuan Indonesia dalam program Spotify.","DETIKHOT","30-May-2023"
"649","Torma, Persembahan dari Mentega dan Tepung Terigu di Candi Borobudur","Umat Buddha membuat torma dan prasarana untuk Waisak. Torma yang dibuat ada 42 jenis dengan bahan tepung terigu dan mentega didatangkan dari India dan Bhutan.","DETIKNEWS","29-May-2023"
"650","Satu Orang Siswa di Pakistan Tewas Karena Heatstroke","Siswa di Pakistan, dilaporkan tewas setelah mengalami heatstroke saat sedang mengikuti ujian. Saat dalam perjalanan ke rumah sakit, ia dinyatakan meninggal.","DETIKHEALTH","29-May-2023"
"651","Suara Bergetar Natasha Rizki Bela Desta Tak Selingkuh dengan Gege Elisa","Natasha Rizki menyebut Desta, tak selingkuh dengan Gege Elisa. Desta pun menyebut kabar tersebut merugikan dan akan melakukan upaya hukum.","DETIKHOT","29-May-2023"
"652","Yang Disepakati Desta dan Natasha Rizki di Sidang Perceraian","Desta dan Natasha Rizki telah selesai menjalani mediasi pada Senin (29/5) di PA Jaksel. Keputusan hasil mediasi akan keluar dalam dua minggu ke depan.","DETIKHOT","29-May-2023"
"653","Mendulang Cuan dari Kloning Unta di Dubai","Kloning unta kini laris manis di Dubai. Lantaran mendulang banyak cuan di kontes kecantikan dan balap. Proses kloning menggunakan transfer inti sel somatik.","DETIKINET","29-May-2023"
"654","Kemenkes Izinkan Masyarakat Booster Pakai Vaksin Covid-19 Jenis Apapun","Masyarakat diizinkan vaksinasi booster menggunakan jenis vaksin Covid-19 apapun. Mengingat banyak masyarakat yang belum mendapatkan vaksinasi dosis lengkap","DETIKHEALTH","29-May-2023"
"655","Mengenal Stiff Person Syndrom yang Dialami Celine Dion","Celine Dion terpaksa membatalkan seluruh jadwal tur konsernya sepanjang 2024 akibat mengalami Stiff Person Syndrom (SPS). Lantas apa itu Stiff Person Syndrome?","DETIKHEALTH","29-May-2023"
"656","Momen Sheila on 7 Reuni dengan Eks Gitaris Sakti saat Konser","Sheila on 7 menggelar konser di Yogyakarta pada Sabtu, (27/5). Kali ini konsernya dihadiri oleh Sakti, yang memutuskan hengkang dari band pada tahun 2006.","DETIKHOT","29-May-2023"
"657","Elon Musk Bicara Gelombang PHK di Startup","Elon Musk  melakukan PHK pada ribuan karyawan Twitter sejak mengakuisisinya pada akhir tahun lalu. Selain Twitter, PHK juga menghantam sejumlah startup.","DETIKINET","29-May-2023"
"658","Hadiri Sidang Cerai, Desta Bungkam dan Natasha Rizki Irit Bicara","Desta dan Natasha Rizki tiba di PA Jaksel, Senin (29/5), untuk menghadiri sidang perdana perceraian dengan agenda mediasi","DETIKHOT","29-May-2023"
"659","Pengakuan Celine soal Stefan William yang Setahun Tak Temui Anak","Celine Evangelista menyebut Stefan William sudah setahun tak datang menemui anak-anaknya. Stefan disebut tidak ada inisiatif untuk menghubungi anak lebih dulu.","DETIKHOT","29-May-2023"
"660","Penampakan Orang-orang di Philadelphia Akibat Epidemi Narkoba","Rekaman mengerikan ini terjadi di Philadelphia. Orang-orang terlihat seperti zombie akibat epidemi narkoba xylazine atau 'tranq'.","DETIKINET","29-May-2023"
"661","Desta dan Natasha Rizki Dipastikan Hadir di Sidang Cerai","Sidang perdana perceraian Desta dan Natasha Rizk digelar di PA Jaksel, Senin (29/5). Pengacara Natasha memastikan kliennya dan Desta hadir dalam sidang.","DETIKHOT","29-May-2023"
"662","Angela Lee Alami Kecelakaan Mobil dalam Perjalanan Semarang-Yogya","Kabar kurang baik datang Angela Lee. Lewat unggahan foto Instagram, Angela mengabarkan bahwa ia baru saja mengalami musibah kecelakaan mobil pada Jumat (26/6).","DETIKHOT","29-May-2023"
"663","Baru Tayang, 'The Little Mermaid' Masuk Rekor Box Office Memorial Day","'The Little Mermaid' mendominasi box office di AS dan meraup US$ 95,5 juta. Membuatnya menempati posisi kelima dengan debut tertinggi di libur Memorial Day.","DETIKHOT","29-May-2023"
"664","Warganet Keluhkan Kemacetan Lalin Menuju Pejaten","Kemacetan lalu lintas terjadi menuju Pejaten pada Selasa (23/5) malam. Kemacetan yang tak biasa itu pun menuai keluhan dari warganet.","DETIKNEWS","23-May-2023"
"665","Puteri Indonesia Diminta Jokowi Promosikan Wisata Indonesia","Joko Widodo meminta Puteri Indonesia 2023 untuk ikut mempromosikan wisata Indonesia. Jokowi berharap kesadaran anak muda terkait ekraf bisa ditingkatkan.","DETIKTRAVEL","22-May-2023"
"666","Viral Tiket Konser Coldplay Jadi Mahar Pernikahan","Demam konser Coldplay melanda Indonesia. Terbukti di media sosial, viral seorang laki-laki memberikan mahar pernikahan berupa tiket konser Coldplay di Jakarta.","DETIKHOT","22-May-2023"
"667","K-Talk: NMIXX yang Tak Sabar Gelar Showcase di Indonesia","NMIXX, bakal menggelar showcase bertajuk NMIXX SHOWCASE TOUR IN JAKARTA pada Jumat, 9 Juni 2023 di The Kasablanka Hall. Mereka memberikan salam nih untuk NSWER.","DETIKHOT","22-May-2023"
"668","3 Fakta Terkait Gugatan Cerai Desta Terhadap Natasha Rizki","Kabar Desta yang menggugat cerai Natasha Rizki mengejutkan banyak orang. Lantaran rumah tangga mereka dikenal harmoni. Ini 3 fakta perceraian Desta dan Caca.","DETIKHOT","19-May-2023"
"669","Niat Cut Meyriska dan Roger Danuarta yang Ingin Tambah Momongan Lagi","Cut Meyriska dan Roger Danuarta ceritakan perkembangan kedua anak lelaki mereka. Mereka ternyata masih berkeinginan memiliki anak perempuan.","DETIKHOT","18-May-2023"
"670","Diduga Jennie Blackpink dan V BTS Kepergok Kencan di Paris","Heboh video diduga Jennie Blackpink dan V BTS sedang kencan di Paris. Keduanya tampak berjalan santai dan saling bergandengan.","DETIKHOT","18-May-2023"
"671","Desta Tak Tuntut Harta Gono-Gini dan Hak Asuh Anak","Dalam gugatan cerainya, Desta hanya ingin berpisah dengan Natasha Rizki. Pengacara Desta menyebut jika keduanya juga telah pisah rumah.","DETIKHOT","18-May-2023"
"672","Cut Meyriska Akui Idap Penyakit Misterius","Cut Meyriska mengaku mengidap penyakit misterius sejak 2017. Hingga kini dirinya kerap merasakan sakit yang tidak berkesudahan hingga tak mampu berdiri tegak.","DETIKHOT","18-May-2023"
"673","Pangeran Harry dan Meghan Dikejar-Kejar Paparazzi di AS","Pangeran Harry dan istrinya Meghan Markle terlibat aksi kejar-kejaran mobil. Insiden yang terjadi pada Rabu (17/5) itu melibatkan fotografer paparazzi.","WOLIPOP","18-May-2023"
"674","Alasan Desta dan Natasha Rizki Sepakat Bercerai","Terungkap alasan Desta menggugat cerai Natasha Rizki. Kuas hukum Desta mengatakan bahwa beda visi misi menjadi salah satu alasannya.","DETIKHOT","18-May-2023"
"675","Ekspresi Mengerikan Kim Seon Ho di Cuplikan 'The Childe'","Kim Seon Ho debut layar lebar lewat film 'The Childe', tayang pada 21 Juni 2023. Cuplikan perdana film ini pun menampilkan ekspresi Kim Seon Ho yang mengerikan.","DETIKHOT","18-May-2023"
"676","Bang Chan Stray Kids Minta Maaf Usai Singgung Tata Krama Antar Idol","Curhatan Bang Chan Stray Kids terkait tata krama antar idol yang ia sampaikan saat live membuat gaduh. Bang Chan akhirnya menyampaikan permintaan maaf.","DETIKHOT","18-May-2023"
"677","Apple Luncurkan Bank Khusus untuk Pengguna iPhone","Apple memperkenalkan bank eksklusif untuk pengguna iPhone. Bank digital ini menawarkan suku bunga 4,5%.","DETIKINET","18-May-2023"
"678","Rumah Tangga Desta dan Natasha Rizki di Ujung Tanduk","Kabar mengejutkan datang dari Desa dan Natasha Rizki. Desta rupanya menggugat cerai Cacha ke Pengadilan Agama Jakarta Selatan.","DETIKHOT","18-May-2023"
"679","Mengintip 5 Rahasia Fashion Camilla Jelang Acara Penobatan","Pada 6 Mei 2023 nanti, istri Charles, Camilla, akan menjalani penobatan sebagai ratu. Menjelang acara penobatan, intip rahasia fashion Camilla berikut ini...","WOLIPOP","05-May-2023"
"680","Melihat Isi Ruang Simulasi Tempat Tinggal Manusia di Mars","NASA bersiap untuk mengirim astronaut ke Mars di tahun 2030-an. Simulasi tempat tinggal manusia di Planet Merah itu pun telah disiapkan.","DETIKINET","14-Apr-2023"
"681","Reaksi Oki Setiana Dewi soal Rumah Tangga Ria Ricis Diterpa Isu Miring","Rumah tangga Ria Ricis dan Teuku Ryan diterpa isu miring. Isu tersebut mencuat karena unggahan Ricis di media sosialnya. Lalu apa kata Oki Setiana Dewi?","DETIKHOT","12-Apr-2023"
"682","Warung Dadakan di Indramayu Siap Sambut Pemudik","Warga di Kabupaten Indramayu, Jawa Barat, mulai mendirikan warung dadakan di jalan arah Jakarta menuju Cirebon. Para pedagang antusias menyambut arus Lebaran.","DETIKNEWS","12-Apr-2023"
"683","Nasida Ria Jadikan Musik Sebagai Dakwah","Grup musik kasidah Nasida Ria banjir tawaran manggung. Grup ini banyak ditonton anak-anak muda. Nasida Ria menganggap kasidah sebagai bentuk sarana dakwah.","DETIKHOT","12-Apr-2023"
"684","Ravi Resmi Keluar dari VIXX","Ravi memutuskan untuk mengundurkan diri dari VIXX imbas kasus calo wajib militer. Pengunduran diri Ravi tersebut dikonfirmasi oleh Jellyfish Entertainment.","DETIKHOT","11-Apr-2023"
"685","Lihat Lagi Momen David Ozora Pegang Kumis Adam Suseno, Semringah Banget!","Keinginan David Ozora memegang kumis Adam Suseno akhirnya tercapai. Korban penganiaayaan Mario Dandy itu dijenguk oleh Mas Adam dan Inul Daratista.","DETIKHOT","10-Apr-2023"
"686","Telkomsel Bakal Merger dengan IndiHome","IndiHome dan Telkomsel bakal merger pada 1 Juli 2023. Adapun yang akan dipisahkan dari Telkom dan selanjutnya diintegrasikan ke Telkomsel adalah layanannya.","DETIKINET","07-Apr-2023"
"687","Anak Pengin Jadi Bridesmaids Kalau Sahrul Gunawan Nikah","Sahrul Gunawan kini gandeng kekasih baru, Dine Mutiara. Sahrul menyebut putri keduanya, Raihana Zemma, ingin jadi bridesmaids jika dirinya naik ke pelaminan.","DETIKHOT","07-Apr-2023"
"688","Ji Chang Wook Gabung di Agensi Milik Mantan Manajernya","Ji Chang Wook akhirnya menandatangani kontrak eksklusif dengan Spring Company. Yaitu agensi yang didirikan mantan manajernya.","DETIKHOT","07-Apr-2023"
"689","Idap Batu Ginjal, Jeremy Teti Ingin Berobat ke Ida Dayak","Presenter Jeremy Teti mengaku lelah dengan sakit batu ginjal yang diidapnya. Ia pun berencana akan berobat ke Ida Dayak.","DETIKHOT","07-Apr-2023"
"690","Moment Jefri Nichol Ikut Demo Tolak UU Cipta Kerja","Jefri Nichol menolak Undang Undang Cipta Kerja. Bersama para mahasiswa ia tampak ikut melakukan aksi demonstrasi di depan DPR Jakarta.","DETIKHOT","07-Apr-2023"
"691","Persaingan Ketat di Baeksang Arts Awards ke-59","Baeksang Arts Awards ke-59 akan digelar pada 28 April di Paradise City, Incheon. Nominasi penghargaan ini pun akhirnya diumumkan. Berikut daftarnya...","DETIKHOT","07-Apr-2023"
"692","Angan Zul Zivilia yang Jalani Ramadan di Balik Jeruji","Zul Zivilia membandingkan Ramadan tahun ini dengan sebelumnya. Selama empat tahun di penjara, ia mengaku merindukan momen buka puasa bersama keluarga.","DETIKHOT","07-Apr-2023"
"693","Asmirandah: Papa Udah Bahagia","Asmirandah sudah mengabulkan permintaan ayahnya, Anton Farmidji Zantman, sebelum meninggal. Permintaan mendiang ayahnya itu seperti liburan dan kumpul keluarga.","DETIKHOT","07-Apr-2023"
"694","Shrek 5 Akan Segera Diproduksi, Pengisi Suara Tak Diganti","Illumination memberikan petunjuk akan merilis kelanjutan dari film Shrek. Untuk pengisi suaranya pun tak ada yang diganti.","DETIKHOT","05-Apr-2023"
"695","Kim Sae Ron Didenda Rp 227 Juta karena Menyetir saat Mabuk","Kim Sae Ron didakwa dengan tuduhan melanggar Undang-undang Lalu Lintas karena mengemudi saat mabuk. Ia pun didenda sebesar KRW 20 juta Won atas tindakannya.","DETIKHOT","05-Apr-2023"
"696","J-Hope BTS Bakal Menjalani Wajib Militer sebagai Tentara Aktif","J-Hope BTS akan segera menjalani wajib militer (wamil). BIGHIT MUSIC pun memberikan update bahwa J-Hope akan bertugas sebagai tentara aktif.","DETIKHOT","01-Apr-2023"
"697","Implikasi Ultimatum Ahmad Dhani Menurut Kuasa Hukum Once Mekel","Pengacara Once Mekel menyebut pernyataan Ahmad Dhani yang melarang kliennya membawakan lagu-lagu Dewa 19, tak hanya berimplikasi pada kliennya.","DETIKHOT","01-Apr-2023"
"698","Rekomendasi Baru WHO soal Vaksin Booster: Tak Wajib Bagi Orang Sehat","WHO memperbarui kembali rekomendasi terkait vaksinasi Covid-19. Menurut WHO, kelompok sehat hingga yang berisiko sedang tak lagi direkomendasikan vaksin booster","DETIKHEALTH","01-Apr-2023"
"699","Ada Miskomunikasi soal BLACKPINK Tampil di Gedung Putih","Kantor Presiden Korea Selatan menyangkal spekulasi bahwa BLACKPINK diundang untuk tampil selama kunjungan Gedung Putih pada 26 April mendatang.","DETIKHOT","31-Mar-2023"
"700","Ahmad Dhani Siap Bawa Once ke Jalur Hukum Bila Langgar Somasi","Kuasa hukum Ahmad Dhani memberikan somasi terbuka untuk Once Mekel agar tak membawakan lagu Dewa 19. Pihaknya tak menutup kemungkinan bakal menempuh jalur hukum","DETIKHOT","31-Mar-2023"
"701","Masih Kompak, Olla Ramlan Bakal Bukber Bareng Mantan Suami","Usai resmi berpisah dari Aufar Hutapea, Olla Ramlan akui dirinya masih menjalin hubungan baik dengan sang mantan suami. Ia pun berencana buka puasa bersama.","DETIKHOT","30-Mar-2023"
"702","Nella Kharisma Bisa Langsung Manggung Lagi Usai Melahirkan","Dory Harsa bersyukur Nella Kharisma melahirkan anak keduanya secara normal. Nella pun bisa langsung manggung lagi setelah melahirkan.","DETIKHOT","30-Mar-2023"
"703","Kekecewaan Vino G Bastian soal Piala Dunia U-20 di Indonesia Batal","FIFA resmi membatalkan Piala Dunia U-20 di Indonesia. Menanggapi hal itu, Vino G Bastian mengaku sedih.","DETIKHOT","30-Mar-2023"
"704","Ria Ricis Sudah Daftarkan Moana Masuk Sekolah","Anak Ria Ricis, Moana, sudah mulai dimasukkan ke sekolah di usianya yang menginjak 7 bulan. Moana pun mulai dilatih perkembangan motoriknya hingga komunikasi.","DETIKHOT","30-Mar-2023"
"705","Respons Manajer Saat Raffi Ahmad Diduga Terseret di Kasus Rafael Alun","Banyak yang mengira artis inisial R yang terseret kasus Rafael Alun adalah Raffi Ahmad. Manajer Raffi pun buka suara terkait hal itu.","DETIKHOT","30-Mar-2023"
"706","Hari Film Nasional, Vino G Bastian Apresiasi Perfilman di Indonesia","Hari Film Nasional diperingati setiap tanggal 30 Maret. Vino G Bastian pun bangga dengan dunia perfilman Indonesia yang proses produksinya sudah lebih maju.","DETIKHOT","30-Mar-2023"
"707","Respons Anak Pertama Nella Kharisma saat Punya Adik","Anak pertama Nella Kharisma, Gendhis, belum genap usia 2 tahun. Sebagai ayah, Dory Harsa, bersyukur sang anak bisa menerima kehadiran adik barunya.","DETIKHOT","30-Mar-2023"
"708","Vino G Bastian-Donny Damara Ziarah ke Makam Buya Hamka","Para Pemain Film Buya Hamka, Vino G Bastian hingga Donny Damara berziarah ke makam tokoh Buya Hamka di Taman Makam Bung Hatta, pada Kamis (30/3).","DETIKHOT","30-Mar-2023"
"709","Park Bo Gum Kini Punya Akun Instagram","Park Bo Gum kini memiliki akun Instagram. Akun @bogummy pertama kali ditemukan penggemar","DETIKHOT","30-Mar-2023"
"710","Artis Inisial R Terlibat Kasus Pencucian Uang Rafael Alun","Artis terkenal berinisial R disebut terlibat atas dugaan kasus pencucian uang Rafael Alun Trisambodo. Artis R muncul setelah pihak IAW datang ke kantor KPK","DETIKHOT","30-Mar-2023"
"711","Kebahagiaan Nella Kharisma Melahirkan Anak Kedua Secara Normal","Nella Kharisma melahirkan anak kedua pada Kamis (23/3) di RS JIH Solo. Ia dikaruniai anak berjenis kelamin perempuan.","DETIKHOT","30-Mar-2023"
"712","Unggah Foto Stadion Manahan, Gibran: Batal Tapi Bukan Puasa","Gibran Rakabuming Raka merasa kecewa saat Piala Dunia U-20 batal digelar di Indonesia. Warganet Twitter pun ramai menanggapi cuitan Gibran, termasuk Kaesang.","DETIKINET","30-Mar-2023"
"713","Ibu Negara AS yang Minta BLACKPINK-Lady Gaga Tampil","Ibu Negara AS, Jill Biden, Secara pribadi meminta BLACKPINK dan Lady Gaga untuk tampil di makan malam kenegaraan antara Presiden AS dan Presiden Korsel.","DETIKHOT","30-Mar-2023"
"714","CHUNG HA Putuskan Tinggalkan Agensi","Penyanyi CHUNG HA memutuskan meninggalkan agensi MNH Entertainment. CHUNG HA memutuskan tak memperpanjang kontrak yang habis per tanggal 29 Maret 2023.","DETIKHOT","29-Mar-2023"
"715","Rayakan Ultah ke-51, Ahmad Dhani Bakal Gelar Intimate Concert","Ahmad Dhani bakal menggelar intimate concert '51th Kerajaan Cinta Ahmad Dhani' pada 28 Mei mendatang di Istora Senayan, Jakarta Pusat.","DETIKHOT","28-Mar-2023"
"716","Jimin BTS Jadi Artis Solo Korea Pertama Yang Puncaki Lagu di Spotify","Jimin BTS catatkan sejarah dunia. Lagunya berjudul 'Like Crazy' menempati No.1 di chart lagu teratas gobal harian Spotify.","DETIKHOT","28-Mar-2023"
"717","Grimes Ubah Nama Putrinya dan Elon Musk Jadi Simbol '?'","Grimes memberikan update terkait nama terbaru putrinya dengan Elon Musk. Kali ini mereka mengubah nama putri mereka menjadi 'Y' atau 'Why' atau '?'.","WOLIPOP","28-Mar-2023"
"718","Netflix Tunda Perilisan Dua Film Yoo Ah In Imbas Kasus Narkoba","Perilisan dua film Yoo Ah In di Netflix akan ditunda. Keputusan tersebut diambil karena sang aktor tersandung kasus penyalahgunaan narkoba.","DETIKHOT","28-Mar-2023"
"719","Tanggapi Larangan Bukber Pejabat, Sandiaga Uno: Berikan untuk Kaum Duafa","Sandiaga Uno merespons baik larangan buka puasa bersama untuk pejabat dan ASN. Menurutnya larangan itu menjadi momentum untuk saling menunjukkan kepedulian.","DETIKNEWS","28-Mar-2023"
"720","Sesal Yoo Ah In yang Tersandung Kasus Narkoba: Saya Malu","Yoo Ah In mengunggah postingan pertamanya di Instagram usai tersandung kasus narkoba. Yoo mengatakan dirinya malu dan menyesal telah menggunakan narkoba.","DETIKHOT","28-Mar-2023"
"721","6 Grup K-Pop Masuk Top 10 IFPI Global Album Sales Chart 2022","Grup K-Pop mendominasi IFPI's Top 10 Global Album Sales Chart 2022. Ada enam grup yang menempati delapan posisi di peringkat tersebut. Berikut daftarnya...","DETIKHOT","28-Mar-2023"
"722","Kecanggihan Cara Sentuh Earbuds Huawei Watch Buds","Earbuds dalam Huawei Watch Buds dibekali teknologi Wide Area Auricles Touch Control. Sehingga pengguna cukup menyentuh area depan telinga untuk mengontrol.","DETIKINET","28-Mar-2023"
"723","Serba-serbi Penting Jelang War Tiket Fanmeeting WAYV di Jakarta","Fanmeeting WayV akan digelar pada 29 April 2023 di ICE BSD. Buat WayZenNi yang mau war tiket, ada sejumlah hal yang perlu diperhatikan nih!","DETIKHOT","28-Mar-2023"
"724","Tersemat Nama Raffi Ahmad di Nama Anak Marshel Widianto","Nama anak Marshel Widianto dan Cesen adalah Archie Hermawan Farid Gilandy Widianto. Kata Farid dalam nama tengah anaknya itu diambil dari nama Raffi Ahmad.","DETIKHOT","28-Mar-2023"
"725","Kill Boksoon yang Bikin Jeon Do Yeon 'Kapok'","Jeon Do Yeon untuk pertama kalinya main genre action di Kill Boksoon. Ia mengaku tak mau lagi mengambil genre action lagi setelah berperan di film Netflix ini.","DETIKHOT","28-Mar-2023"
"726","Diperiksa Selama 12 Jam, Yoo Ah In: Aku Sangat Menyesal","Yoo Ah In telah selesai diperiksa kepolisian terkait masalah narkoba. Setelah selesai, pemilik nama asli Uhm Hong Sik itu mengaku sangat menyesal.","DETIKHOT","27-Mar-2023"
"727","Pertemuan Hotman Paris dengan OB Penemu Dompet Berisi Rp 70 Juta","Hotman Paris menemui OB bernama Edi Sonjaya yang menemukan dompetnya berisi dollar US dan Singapura senilai Rp 70 juta di kawasan Mal Kelapa Gading.","DETIKHOT","24-Mar-2023"
"728","Penjelasan Super Air Jet Terkait Gangguan Terbang Pesawat Rute Bali-Jakarta","Pesawat Super Air Jet rute Bali menuju Jakarta alami gangguan terbang, Selasa (21/3). Pihak manajemen maskapai pun memberikan penjelasan.","DETIKTRAVEL","22-Mar-2023"
"729","Seungri Eks BIGBANG Mulai Clubbing Lagi Usai Bebas dari Penjara","SpotTV News membagikan kondisi terkini Seungri Eks BIGBANG usai bebas dari penjara. Menurut sumber terdekat Seungri dilaporkan tak banyak berubah.","DETIKHOT","22-Mar-2023"
