"id","title","text","subject","date"
"532","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"533","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"534","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"535","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"536","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"537","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"538","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"539","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"540","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"541","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"542","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"543","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"544","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"545","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"546","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"547","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"548","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"549","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"550","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"551","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"552","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"553","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"554","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"555","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"556","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"557","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"558","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"559","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"560","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"561","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"562","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"563","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"564","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"565","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"566","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"567","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"568","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"569","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"570","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"571","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"572","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"573","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"574","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"575","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"576","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"577","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"578","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"579","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"580","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"581","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"582","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"583","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"584","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"585","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"586","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"587","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"588","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"589","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"590","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"591","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"592","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"593","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"594","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"595","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"596","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"597","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"598","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"599","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"600","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"601","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"602","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"603","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"604","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"605","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"606","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"607","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"608","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"609","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"610","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"611","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"612","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"613","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"614","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"615","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"616","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"617","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"618","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"619","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"620","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"621","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"622","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"623","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"624","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"625","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"626","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"627","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"628","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"629","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"630","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"631","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"632","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"633","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"634","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"635","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"636","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
"637","Dokumen BNN Soal Razia Tempat Hiburan Malam, Asli Apa Palsu?","Dokumen BNN soal daftar tempat hiburan malam di Jakarta yang akan dirazia beredar di masyarakat. Asli atau palsu?","DETIKNEWS","26-Nov-2015"
"638","Benarkah Sesuap Lele Mengandung 3.000 Sel Kanker?","Di jejaring sosial, banyak beredar informasi yang menyebut lele sebagai ikan paling jorok. Dalam sesuap daging ikan lele, terkandung 3.000 sel kanker.","DETIKNEWS","23-Oct-2015"
"639","Loket Tiket Konser Bon Jovi di GBK Dibakar Hoax","Loket tiket konser Bon Jovi di gate 8 dikabarkan dibakar massa yang kesal karena tak diizinkan masuk ke area Stadion Gelora Bung Karno. Hoax atau fakta?","DETIKNEWS","11-Sep-2015"
"640","Dampak Badai Siklon Tropis Samudera Hindia Sampai ke Indonesia","Beredar informasi pesan berantai yang mengatasnamakan BMKG tentang dampak dinamo siklon tropis Samudera Hindia  di Indonesia. Benarkah?","DETIKNEWS","26-Jan-2016"
"641","Ibu Hamil Dilarang  Nonton Gerhana karena Bahaya, Benarkah?","Saat gerhana matahari, ibu hamil dilarang keluar rumah dan melihat gerhana karena berbahaya bagi janin yang dikandungnya. Mitos atau fakta?","DETIKNEWS","22-Jan-2016"
"642","Isu Ledakan Lain Selain di Thamrin Hoax","Ada kabar usai ledakan di Thamrin terjadi juga ledakan di sejumlah wilayah di Jakarta. Isu ini dipastikan hoax.","DETIKNEWS","14-Jan-2016"
"643","Putri Pertama Lahir, Mark Zuckerberg Bagi-bagi Uang ke Pengguna Facebook?","CEO Facebook Mark Zuckerberg akan memberikan USD 45 miliar saham Facebook untuk amal dan memberikan 10% di antaranya untuk pengguna Facebook. Benarkah?","DETIKNEWS","30-Dec-2015"
"644","Benarkah Apel Impor Tercemar Bakteri Mematikan?","Apel Granny Smith dan Gala import yang biasa dikonsumsi konsumen di Indonesia dikabarkan mengandung bakteri mematikan Listeria monocytogenes. Hoax atau fakta?","DETIKNEWS","28-Dec-2015"
"645","Gunung Bromo Meletus, Apa Benar?","Beredar foto Gunung Bromo mengeluarkan lelehan lahar dan pijaran api dari kawah di media sosial (medsos). Benarkah?","DETIKNEWS","16-Dec-2015"
